scientificname,identifiedby_att,correto?,nome_real
Peperomia hispidula,"Marcusso, GM",1,Peperomia hispidula
Peperomia mandioccana,"Marcusso, GM",1,Peperomia mandioccana
Piperomia mandioccana,"Marcusso, GM",0,Piper
Peperomia rotundifolia f. obcordata,"Marcusso, GM",0,Peperomia rotundifolia
Peperomia pilicaulis,"Marcusso, GM",0,Peperomia
Peperomia bernhardiana,"Marcusso, GM",1,Peperomia bernhardiana
Peperomia bernhardiana,"Marcusso, GM",1,Peperomia bernhardiana
Peperomia bernhardiana,"Marcusso, GM",1,Peperomia bernhardiana
Peperomia rotundifolia,"Marcusso, GM",1,Peperomia rotundifolia
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia urocarpa,"Marcusso, GM",1,Peperomia urocarpa
Peperomia arifolia,"Marcusso, GM",1,Peperomia arifolia
Peperomia rotundifolia,"Marcusso, GM",1,Peperomia rotundifolia
Peperomia calcicola,"Marcusso, GM",0,Peperomia
Peperomia hispidula,"Marcusso, GM",1,Peperomia hispidula
Peperomia catharinae,"Marcusso, GM",1,Peperomia catharinae
Peperomia brasiliensis,"Marcusso, GM",0,Peperomia
Piper cf.mosenii,"Marcusso, GM",0,Piper
Piper cf.gaudichaudianum,"Marcusso, GM",0,Piper gaudichaudianum
Peperomia gracilicaulis,"Marcusso, GM",0,Peperomia
Peperomia hilariana,"Marcusso, GM",1,Peperomia hilariana
Peperomia hispidula,"Marcusso, GM",1,Peperomia hispidula
Peperomia trineura,"Marcusso, GM",1,Peperomia trineura
Peperomia urocarpa,"Marcusso, GM",1,Peperomia urocarpa
Peperomia martiana,"Marcusso, GM",1,Peperomia martiana
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Peperomia alata,"Marcusso, GM",1,Peperomia alata
Peperomia obtusifolia,"Marcusso, GM",1,Peperomia obtusifolia
Peperomia urocarpa,"Marcusso, GM",1,Peperomia urocarpa
Piper cf.oblancifolium,"Marcusso, GM",0,Piper
Peperomia lanceolatapeltada,"Marcusso, GM",0,Peperomia lanceolato-peltata
Peperomia campinasana,"Marcusso, GM",1,Peperomia campinasana
Peperomia blanda,"Marcusso, GM",1,Peperomia blanda
Peperomia campinasana,"Marcusso, GM",1,Peperomia campinasana
Peperomia trinervis,"Marcusso, GM",1,Peperomia trinervis
Peperomia blanda,"Marcusso, GM",1,Peperomia blanda
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia gardneriana,"Marcusso, GM",1,Peperomia gardneriana
Peperomia pellucida,"Marcusso, GM",1,Peperomia pellucida
Piper amalago,"Marcusso, GM",1,Piper amalago
Peperomia circinnata,"Marcusso, GM",1,Peperomia circinnata
Peperomia stroemfeltii,"Marcusso, GM",0,Peperomia
Peperomia warmingii,"Marcusso, GM",0,Peperomia
Piper marginatum,"Marcusso, GM",1,Piper marginatum
Piper marginatum,"Marcusso, GM",1,Piper marginatum
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia catharinae,"Marcusso, GM",1,Peperomia catharinae
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Peperomia tetraphylla,"Marcusso, GM",1,Peperomia tetraphylla
Piper dumosum,"Callejas, R",1,Piper dumosum
Piper dumosum,"Guimarães, EF",1,Piper dumosum
Piper dumosum,"Guimarães, EF",1,Piper dumosum
Piper dumosum,"Guimarães, EF",1,Piper dumosum
Piper dumosum,"Guimarães, EF",1,Piper dumosum
Piper dumosum,"Guimarães, EF",1,Piper dumosum
Piper dumosum,"Guimarães, EF",1,Piper dumosum
Piper dumosum,"Callejas, R",1,Piper dumosum
Piper durilignum,"Callejas, R",0,Piper
Piper durilignum,"Guimarães, EF",0,Piper
Piper enckea,"Callejas, R",0,Piper
Piper enckea,"Guimarães, EF",0,Piper
Piper enckea,"Guimarães, EF",0,Piper
Piper erectipilum,"Callejas, R",0,Piper
Piper erectipilum,"Callejas, R",0,Piper
Piper erectipilum,"Callejas, R",0,Piper
Piper erectipilum,"Callejas, R",0,Piper
Piper erectipilum,"Callejas, R",0,Piper
Piper erectipilum,"Marcusso, GM",0,Piper
Piper erectipilum,"Callejas, R",0,Piper
Piper faroense,"Callejas, R",0,Piper
Piper fonteboanum,"Callejas, R",0,Piper
Piper fonteboanum,"Callejas, R",0,Piper
Piper francovilleanum,"Guimarães, EF",0,Piper
Piper fuligineum,"Callejas, R",1,Piper fuligineum
Piper fuligineum,"Callejas, R",1,Piper fuligineum
Piper gaudichaudianum,"Callejas, R",1,Piper gaudichaudianum
Piper gaudichaudianum,"Callejas, R",1,Piper gaudichaudianum
Piper gaudichaudianum,"Callejas, R",1,Piper gaudichaudianum
Piper gaudichaudianum gaudichaudianum,"Callejas, R",0,Piper gaudichaudianum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabrescens,"Callejas, R",0,Piper
Piper glabrescens,"Callejas, R",0,Piper
Piper glabrescens,"Callejas, R",0,Piper
Piper glabrescens,"Marcusso, GM",0,Piper
Piper glabrescens caparonum,"Callejas, R",0,Piper
Piper glabrescens caparonum,"Callejas, R",0,Piper
Piper glabrescens caparonum,"Callejas, R",0,Piper
Piper glabrescens caparonum,"Callejas, R",0,Piper
Piper glandulosissimum,"Callejas, R",0,Piper
Piper glandulosissimum,"Callejas, R",0,Piper
Piper glandulosissimum,"Callejas, R",0,Piper
Piper glandulosissimum,"Callejas, R",0,Piper
Piper glandulosissimum,"Callejas, R",0,Piper
Piper glandulosissimum,"Callejas, R",0,Piper
Piper graciliramosum,"Callejas, R",0,Piper
Piper grande,"Callejas, R",0,Piper
Piper guianense,"Guimarães, EF",0,Piper
Piper guianense,"Guimarães, EF",0,Piper
Piper gurupanum,"Callejas, R",0,Piper
Piper gurupanum,"Callejas, R",0,Piper
Piper gurupanum,"Callejas, R",0,Piper
Piper gurupanum,"Guimarães, EF",0,Piper
Piper gurupanum,"Marcusso, GM",0,Piper
Piper gurupanum,"Marcusso, GM",0,Piper
Piper gurupanum,"Marcusso, GM",0,Piper
Piper gurupanum,"Callejas, R",0,Piper
Piper gurupanum,"Guimarães, EF",0,Piper
Piper hispidinervum,"Guimarães, EF",0,Piper
Piper hispidum,"Callejas, R",1,Piper hispidum
Piper hispidum,"Callejas, R",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Callejas, R",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Carvalho-Silva, M",1,Piper hispidum
Piper hispidum,"Callejas, R",1,Piper hispidum
Peperomia distachya,"Marcusso, GM",0,Peperomia
Peperomia nitida,"Marcusso, GM",1,Peperomia nitida
Peperomia serpens,"Marcusso, GM",1,Peperomia serpens
Peperomia nitida,"Marcusso, GM",1,Peperomia nitida
Piper rivinoides,"Marcusso, GM",1,Piper rivinoides
Piper rivinoides,"Marcusso, GM",1,Piper rivinoides
Peperomia nitida,"Marcusso, GM",1,Peperomia nitida
Piper setebarraense,"Marcusso, GM",0,Piper
Piper hispidum,"Marcusso, GM",1,Piper hispidum
Piper hemmendorffii,"Marcusso, GM",0,Piper
Piper arboreum,"Marcusso, GM",1,Piper arboreum
Piper setebarraense,"Marcusso, GM",0,Piper
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper mikanianum,"Guimarães, EF",1,Piper mikanianum
Manekia obtusa,"Marcusso, GM",1,Manekia obtusa
Piper setebarraense,"Marcusso, GM",0,Piper
Piper setebarraense,"Marcusso, GM",0,Piper
Peperomia urocarpa,"Marcusso, GM",1,Peperomia urocarpa
Peperomia obtusifolia,"Marcusso, GM",1,Peperomia obtusifolia
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia blanda blanda,"Guimarães, EF",0,Peperomia blanda
Peperomia glabella,"Callejas, R",1,Peperomia glabella
Peperomia circinnata,"Callejas, R",1,Peperomia circinnata
Peperomia dichotoma,"Callejas, R",0,Peperomia
Peperomia glabella,"Callejas, R",1,Peperomia glabella
Peperomia glabella nervulosa,"Guimarães, EF",0,Peperomia glabella
Peperomia magnoliifolia,"Callejas, R",1,Peperomia magnoliifolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia serpens,"Callejas, R",1,Peperomia serpens
Peperomia serpentarioides,"Callejas, R",0,Peperomia
Peperomia sincorana,"Callejas, R",1,Peperomia sincorana
Peperomia tetraphylla,"Guimarães, EF",1,Peperomia tetraphylla
Peperomia tetraphylla,"Guimarães, EF",1,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla tetraphylla,"Guimarães, EF",0,Peperomia tetraphylla
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper aduncum,"Callejas, R",1,Piper aduncum
Piper aleyreanum,"Callejas, R",1,Piper aleyreanum
Piper amalago,"Callejas, R",1,Piper amalago
Piper amalago,"Callejas, R",1,Piper amalago
Piper amalago,"Callejas, R",1,Piper amalago
Piper amalago medium,"Callejas, R",0,Piper amalago
Piper amalago medium,"Callejas, R",0,Piper amalago
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper anisum,"Callejas, R",1,Piper anisum
Piper anonifolium,"Callejas, R",1,Piper anonifolium
Piper anonifolium,M. Carvalho-Silva,1,Piper anonifolium
Piper arboreum,"Callejas, R",1,Piper arboreum
Piper arboreum,"Callejas, R",1,Piper arboreum
Piper arboreum,"Callejas, R",1,Piper arboreum
Piper arboreum,"Callejas, R",1,Piper arboreum
Piper arboreum arboreum,"Callejas, R",0,Piper arboreum
Piper arboreum arboreum,"Callejas, R",0,Piper arboreum
Piper belterraense,"Callejas, R",0,Piper
Piper caldense,"Callejas, R",1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper carniconnectivum,"Callejas, R",0,Piper
Piper carniconnectivum,"Callejas, R",0,Piper
Piper cernuum,"Callejas, R",1,Piper cernuum
Piper cernuum glabricaule,"Guimarães, EF",0,Piper cernuum
Piper chimonanthifolium,"Callejas, R",0,Piper
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper demeraranum,"Callejas, R",1,Piper demeraranum
Piper dilatatum,"Callejas, R",1,Piper dilatatum
Piper divaricatum,"Callejas, R",1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper divaricatum,"Guimarães, EF",1,Piper divaricatum
Piper gaudichaudianum,"Callejas, R",1,Piper gaudichaudianum
Piper gaudichaudianum gaudichaudianum,"Callejas, R",0,Piper gaudichaudianum
Piper hispidum,"Callejas, R",1,Piper hispidum
Piper hispidum,"Callejas, R",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Callejas, R",1,Piper hispidum
Piper malacophyllum,"Callejas, R",1,Piper malacophyllum
Piper lepturum angustifolium,"Guimarães, EF",0,Piper
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper nigrispicum,"Callejas, R",0,Piper
Piper obliquum,"Callejas, R",1,Piper obliquum
Piper obliquum,"Callejas, R",1,Piper obliquum
Piper reticulatum,"Callejas, R",0,Piper
Piper richardiifolium,D. Monteiro,1,Piper richardiifolium
Piper strigosum,"Callejas, R",0,Piper
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Pothomorphe umbellata,"Guimarães, EF",1,Pothomorphe umbellata
Manekia obtusa,"Guimarães, EF",1,Manekia obtusa
Manekia obtusa,"Guimarães, EF",1,Manekia obtusa
Ottonia anisum,"Guimarães, EF",1,Ottonia anisum
Ottonia macrophylla,"Guimarães, EF",1,Ottonia macrophylla
Ottonia macrophylla,"Callejas, R",1,Ottonia macrophylla
Piper dilatatum,D. Monteiro,1,Piper dilatatum
Piperomia martiana,D. Monteiro,0,Peperomia martiana
Peperomia circinnata,"Carvalho-Silva, M",1,Peperomia circinnata
Peperomia circinnata,"Carvalho-Silva, M",1,Peperomia circinnata
Peperomia arifolia,"Machado-Silva, T.",1,Peperomia arifolia
Peperomia blanda,"Machado-Silva, T.",1,Peperomia blanda
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Piper amalago,"Machado-Silva, T.",1,Piper amalago
Piper amalago,"Machado-Silva, T.",1,Piper amalago
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum,D. Monteiro,1,Piper arboreum
Piper hemmendorffii,"Guimarães, EF",0,Piper
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper regnellii,"Machado-Silva, T.",1,Piper regnellii
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper mikanianum,"Guimarães, EF",1,Piper mikanianum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia pseudoestrellensis,"Guimarães, EF",1,Peperomia pseudoestrellensis
Peperomia pseudoestrellensis,"Guimarães, EF",1,Peperomia pseudoestrellensis
Peperomia pseudoestrellensis,"Guimarães, EF",1,Peperomia pseudoestrellensis
Piper permucronatum,"Guimarães, EF",1,Piper permucronatum
Piper rivinoides,"Guimarães, EF",1,Piper rivinoides
Peperomia adsurgens,"Guimarães, EF",0,Peperomia
Peperomia blanda,T. G. Yuncker,1,Peperomia blanda
Peperomia huitzensis,"Guimarães, EF",0,Peperomia
Peperomia hydrocotyloides,"Guimarães, EF",1,Peperomia hydrocotyloides
Peperomia subternifolia,T. G. Yuncker,1,Peperomia subternifolia
Peperomia velloziana,T. G. Yuncker,1,Peperomia velloziana
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Peperomia elongata,"Marcusso, GM",1,Peperomia elongata
Peperomia macrostachyos,D. Monteiro,0,Peperomia macrostachya
Peperomia macrostachyos,"Marcusso, GM",0,Peperomia macrostachya
Peperomia pellucida,"Marcusso, GM",1,Peperomia pellucida
Peperomia quadrangularis,"Marcusso, GM",1,Peperomia quadrangularis
Peperomia quadrangularis,"Marcusso, GM",1,Peperomia quadrangularis
Peperomia rotundifolia,"Marcusso, GM",1,Peperomia rotundifolia
Peperomia uaupesensis,"Marcusso, GM",1,Peperomia uaupesensis
Piper arboreum,"Marcusso, GM",1,Piper arboreum
Piper arboreum,"Marcusso, GM",1,Piper arboreum
Piper baccans,"Marcusso, GM",0,Piper
Piper baccans,"Marcusso, GM",0,Piper
Piper baccans,"Marcusso, GM",0,Piper
Piper baccans,"Marcusso, GM",0,Piper
Piper baccans,"Marcusso, GM",0,Piper
Piper bartlingianum,"Marcusso, GM",1,Piper bartlingianum
Piper bartlingianum,"Marcusso, GM",1,Piper bartlingianum
Piper callosum,"Marcusso, GM",1,Piper callosum
Piper cernuum,"Marcusso, GM",1,Piper cernuum
Piper hispidum,"Marcusso, GM",1,Piper hispidum
Piper consanguineum,"Marcusso, GM",1,Piper consanguineum
Piper consanguineum,"Marcusso, GM",1,Piper consanguineum
Piper consanguineum,"Marcusso, GM",1,Piper consanguineum
Piper divaricatum,"Marcusso, GM",1,Piper divaricatum
Piper duckei,"Marcusso, GM",0,Piper
Piper erectipilum,"Marcusso, GM",0,Piper
Piper erectipilum,"Marcusso, GM",0,Piper
Piper erectipilum,"Marcusso, GM",0,Piper
Piper gurupanum,"Marcusso, GM",0,Piper
Piper gurupanum,"Marcusso, GM",0,Piper
Piper gurupanum,"Marcusso, GM",0,Piper
Piper gurupanum,"Marcusso, GM",0,Piper
Piper hispidum,D. Monteiro,1,Piper hispidum
Piper hispidum,D. Monteiro,1,Piper hispidum
Piper hispidum,"Marcusso, GM",1,Piper hispidum
Piper hispidum,"Marcusso, GM",1,Piper hispidum
Piper hispidum,"Marcusso, GM",1,Piper hispidum
Piper marginatum,"Marcusso, GM",1,Piper marginatum
Piper multiplinervium,"Guimarães, EF",0,Piper
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper caldense,George Azevedo de Queiroz,1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper tuberculatum,"Guimarães, EF",1,Piper tuberculatum
Peperomia blanda,"Machado-Silva, T.",1,Peperomia blanda
Peperomia blanda,"Machado-Silva, T.",1,Peperomia blanda
Peperomia blanda,"Machado-Silva, T.",1,Peperomia blanda
Peperomia calophylla,"Machado-Silva, T.",1,Peperomia calophylla
Peperomia castelosensis,"Machado-Silva, T.",1,Peperomia castelosensis
Peperomia castelosensis,"Machado-Silva, T.",1,Peperomia castelosensis
Peperomia castelosensis,"Machado-Silva, T.",1,Peperomia castelosensis
Peperomia catharinae,"Machado-Silva, T.",1,Peperomia catharinae
Peperomia catharinae,"Machado-Silva, T.",1,Peperomia catharinae
Peperomia corcovadensis,"Machado-Silva, T.",1,Peperomia corcovadensis
Peperomia corcovadensis,"Machado-Silva, T.",1,Peperomia corcovadensis
Peperomia diaphanoides,"Machado-Silva, T.",1,Peperomia diaphanoides
Peperomia elongata,"Machado-Silva, T.",1,Peperomia elongata
Peperomia elongata,"Machado-Silva, T.",1,Peperomia elongata
Peperomia elongata,"Machado-Silva, T.",1,Peperomia elongata
Peperomia martiana,"Machado-Silva, T.",1,Peperomia martiana
Peperomia pseudoestrellensis,"Machado-Silva, T.",1,Peperomia pseudoestrellensis
Peperomia subrubrispica,"Machado-Silva, T.",1,Peperomia subrubrispica
Peperomia trineuroides,"Machado-Silva, T.",1,Peperomia trineuroides
Piper miquelianum,"Machado-Silva, T.",1,Piper miquelianum
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia glabella,"Guimarães, EF",1,Peperomia glabella
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia martiana,"Guimarães, EF",1,Peperomia martiana
Peperomia martiana,"Marcusso, GM",1,Peperomia martiana
Peperomia obtusifolia,"Guimarães, EF",1,Peperomia obtusifolia
Peperomia rubricaulis,"Marcusso, GM",1,Peperomia rubricaulis
Peperomia rubricaulis,"Guimarães, EF",1,Peperomia rubricaulis
Peperomia rubricaulis,"Marcusso, GM",1,Peperomia rubricaulis
Peperomia rubricaulis,"Marcusso, GM",1,Peperomia rubricaulis
Peperomia segregata,M. Carvalho-Silva,1,Peperomia segregata
Peperomia segregata,M. Carvalho-Silva,1,Peperomia segregata
Peperomia segregata,M. Carvalho-Silva,1,Peperomia segregata
Peperomia tetraphylla,"Guimarães, EF",1,Peperomia tetraphylla
Peperomia tetraphylla valantoides,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla valantoides,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia tetraphylla valentoides,"Guimarães, EF",0,Peperomia tetraphylla
Peperomia trinervis,"Guimarães, EF",1,Peperomia trinervis
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper anisum,"Guimarães, EF",1,Piper anisum
Piper anisum,"Guimarães, EF",1,Piper anisum
Piper anonifolium,D. Monteiro,1,Piper anonifolium
Piper arboreum,D. Monteiro,1,Piper arboreum
Piper arboreum,D. Monteiro,1,Piper arboreum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper arboreum hirtellum,"Guimarães, EF",0,Piper arboreum
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper cernuum,"Guimarães, EF",1,Piper cernuum
Piper coccoloboides,"Guimarães, EF",0,Piper
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper dilatatum,"Guimarães, EF",1,Piper dilatatum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper hemmendorffii,"Guimarães, EF",0,Piper
Piper jubimarginatum,"Guimarães, EF",0,Piper
Piper lepturum angustifolium,"Guimarães, EF",0,Piper
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,M. Carvalho-Silva,1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper pubisubmarginalum ubanum,"Guimarães, EF",0,Piper
Piper rivinoides,"Guimarães, EF",1,Piper rivinoides
Piper solmsianum hilarianum,"Guimarães, EF",0,Piper solmsianum
Piper vicosanum,D. Monteiro,1,Piper vicosanum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Piper vicosanum,"Guimarães, EF",1,Piper vicosanum
Piper,"Guimarães, EF",0,Piper aduncum
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper ovatum,"Guimarães, EF",1,Piper ovatum
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper arboreum,"Carvalho-Silva, M",1,Piper arboreum
Piper mollicomum,"Carvalho-Silva, M",1,Piper mollicomum
Piper richardiifolium,M. Carvalho-Silva,1,Piper richardiifolium
Piper ubatubensis,"Callejas, R",0,Piper
Piper cernuum,"Guimarães, EF",1,Piper cernuum
Piper divaricatum,"Callejas, R",1,Piper divaricatum
Piper humaytanum,"Callejas, R",0,Piper
Peperomia dolabriformis,"Callejas, R",0,Peperomia
Piper caldense,"Callejas, R",1,Piper caldense
Piper lucaeanum grandifolium,"Guimarães, EF",0,Piper
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Peperomia velloziana,D. Monteiro,1,Peperomia velloziana
Piper gaudichaudianum,D. Monteiro,1,Piper gaudichaudianum
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
